State,Date,Population,Food Wasted (Tonnes),Wastage by Type,Sector,Greenhouse Gas Emissions (CO2eq),Waste Disposal Method,Food Insecurity Rate (%),Cold Chain Infrastructure,Economic Cost of Waste (INR Cr)
Rajasthan,2022-09-01,81030336,371389.04,"{'Fruits': 92847.26053733747, 'Vegetables': 111416.71264480495, 'Grains': 74277.80842986998, 'Dairy': 55708.35632240248, 'Meat': 18569.452107467496, 'Processed Foods': 18569.452107467496}",Retail,437312.94,"{'Landfill': 201138.07021117138, 'Composting': 85812.2187344017, 'Recycling': 62445.72596118669}",27.03,High,165515784.75
Sikkim,2022-09-01,645620,2959.09,"{'Fruits': 739.7734031277361, 'Vegetables': 887.7280837532833, 'Grains': 591.8187225021888, 'Dairy': 443.86404187664164, 'Meat': 147.9546806255472, 'Processed Foods': 147.9546806255472}",Retail,3094.94,"{'Landfill': 1899.2186267917555, 'Composting': 687.1915169160646, 'Recycling': 486.32805687733935}",13.4,Medium,10507.48
Tamil Nadu,2022-09-01,84889672,389077.67,"{'Fruits': 97269.41667678815, 'Vegetables': 116723.30001214579, 'Grains': 77815.53334143052, 'Dairy': 58361.650006072894, 'Meat': 19453.88333535763, 'Processed Foods': 19453.88333535763}",Household,348979.41,"{'Landfill': 225365.00341482414, 'Composting': 92997.79830828695, 'Recycling': 53696.44223882072}",32.58,Low,181657716.88
Telangana,2022-09-01,41405676,189776.02,"{'Fruits': 47444.00433134089, 'Vegetables': 56932.805197609065, 'Grains': 37955.203465072715, 'Dairy': 28466.402598804532, 'Meat': 9488.800866268179, 'Processed Foods': 9488.800866268179}",Household,218146.43,"{'Landfill': 100957.99049396662, 'Composting': 49666.923285952114, 'Recycling': 27158.521179694086}",26.77,High,43217924.1
Tripura,2022-09-01,3763587,17249.78,"{'Fruits': 4312.444042836599, 'Vegetables': 5174.932851403918, 'Grains': 3449.955234269279, 'Dairy': 2587.466425701959, 'Meat': 862.4888085673198, 'Processed Foods': 862.4888085673198}",Food Processing,14143.27,"{'Landfill': 9306.857030874588, 'Composting': 4272.648119025005, 'Recycling': 2971.760231053143}",31.05,Medium,357065.73
Uttar Pradesh,2022-09-01,234060998,1072779.58,"{'Fruits': 268194.893935495, 'Vegetables': 321833.872722594, 'Grains': 214555.91514839602, 'Dairy': 160916.936361297, 'Meat': 53638.978787099004, 'Processed Foods': 53638.978787099004}",Household,1182040.53,"{'Landfill': 646029.2779105317, 'Composting': 289670.56608349533, 'Recycling': 121407.37782010593}",20.41,High,1381027221.75
Uttarakhand,2022-09-01,12009953,55045.62,"{'Fruits': 13761.405298396954, 'Vegetables': 16513.686358076346, 'Grains': 11009.124238717564, 'Dairy': 8256.843179038173, 'Meat': 2752.281059679391, 'Processed Foods': 2752.281059679391}",Food Processing,57728.8,"{'Landfill': 37782.606182264426, 'Composting': 8969.047084397744, 'Recycling': 6155.177274964892}",38.02,Low,3636024.5
West Bengal,2022-09-01,106660013,488858.4,"{'Fruits': 122214.5991933933, 'Vegetables': 146657.51903207196, 'Grains': 97771.67935471464, 'Dairy': 73328.75951603598, 'Meat': 24442.91983867866, 'Processed Foods': 24442.91983867866}",Household,510237.61,"{'Landfill': 291743.9112536273, 'Composting': 112617.14327760224, 'Recycling': 78992.59621696114}",23.32,Low,286779038.52
Andhra Pradesh,2022-10-01,91289318,418409.38,"{'Fruits': 104602.34466608152, 'Vegetables': 125522.81359929782, 'Grains': 83681.87573286523, 'Dairy': 62761.40679964891, 'Meat': 20920.468933216307, 'Processed Foods': 20920.468933216307}",Hospitality,389006.62,"{'Landfill': 287804.1924236111, 'Composting': 88995.67700467265, 'Recycling': 57502.63364921288}",25.37,Low,210079689.79
Arunachal Pradesh,2022-10-01,1298600,5951.92,"{'Fruits': 1487.979172243815, 'Vegetables': 1785.5750066925777, 'Grains': 1190.383337795052, 'Dairy': 892.7875033462889, 'Meat': 297.595834448763, 'Processed Foods': 297.595834448763}",Agriculture,5278.24,"{'Landfill': 3510.0344017339708, 'Composting': 752.0693231620571, 'Recycling': 1158.7481036121333}",13.23,Low,42510.37
Assam,2022-10-01,31483672,144300.16,"{'Fruits': 36075.04100404313, 'Vegetables': 43290.049204851755, 'Grains': 28860.032803234506, 'Dairy': 21645.024602425878, 'Meat': 7215.0082008086265, 'Processed Foods': 7215.0082008086265}",Retail,171531.7,"{'Landfill': 75565.30312566255, 'Composting': 18883.832198308504, 'Recycling': 27484.99830286504}",10.55,Low,24987044.8
Bihar,2022-10-01,124648165,571304.09,"{'Fruits': 142826.02302184497, 'Vegetables': 171391.22762621395, 'Grains': 114260.81841747598, 'Dairy': 85695.61381310697, 'Meat': 28565.204604368995, 'Processed Foods': 28565.204604368995}",Household,678481.94,"{'Landfill': 332840.9117884165, 'Composting': 122957.93616408722, 'Recycling': 73711.65090769896}",34.82,Low,391666038.76
Chhattisgarh,2022-10-01,30316271,138949.58,"{'Fruits': 34737.39444373668, 'Vegetables': 41684.873332484014, 'Grains': 27789.915554989348, 'Dairy': 20842.436666242007, 'Meat': 6947.478888747337, 'Processed Foods': 6947.478888747337}",Retail,114140.93,"{'Landfill': 89511.79074786224, 'Composting': 35117.35991109588, 'Recycling': 14558.50121897931}",15.4,High,23168382.2
Goa,2022-10-01,1572329,7206.51,"{'Fruits': 1801.6277095951205, 'Vegetables': 2161.9532515141445, 'Grains': 1441.3021676760964, 'Dairy': 1080.9766257570723, 'Meat': 360.3255419190241, 'Processed Foods': 360.3255419190241}",Household,7975.84,"{'Landfill': 3610.0660285393333, 'Composting': 1387.9355296795507, 'Recycling': 939.4862440405736}",34.26,High,62320.56
Gujarat,2022-10-01,69928561,320505.91,"{'Fruits': 80126.47688861443, 'Vegetables': 96151.77226633731, 'Grains': 64101.18151089155, 'Dairy': 48075.88613316866, 'Meat': 16025.295377722887, 'Processed Foods': 16025.295377722887}",Household,286761.45,"{'Landfill': 195626.9866159492, 'Composting': 35251.53786572393, 'Recycling': 42879.82403328253}",34.8,High,123268844.13
Haryana,2022-10-01,29820253,136676.16,"{'Fruits': 34169.040879673696, 'Vegetables': 41002.849055608436, 'Grains': 27335.23270373896, 'Dairy': 20501.424527804218, 'Meat': 6833.80817593474, 'Processed Foods': 6833.80817593474}",Food Processing,122245.52,"{'Landfill': 84412.00408561429, 'Composting': 14690.364749273915, 'Recycling': 25414.30924243529}",15.52,Low,22416448.41
Himachal Pradesh,2022-10-01,7120575,32635.97,"{'Fruits': 8158.993152051944, 'Vegetables': 9790.791782462333, 'Grains': 6527.194521641555, 'Dairy': 4895.395891231166, 'Meat': 1631.7986304103888, 'Processed Foods': 1631.7986304103888}",Household,27258.92,"{'Landfill': 17368.28406409959, 'Composting': 8404.526026817839, 'Recycling': 5517.549165340375}",28.72,High,1278128.05
Jharkhand,2022-10-01,38854351,178082.45,"{'Fruits': 44520.611485443435, 'Vegetables': 53424.73378253212, 'Grains': 35616.489188354746, 'Dairy': 26712.36689126606, 'Meat': 8904.122297088687, 'Processed Foods': 8904.122297088687}",Food Processing,205762.23,"{'Landfill': 100484.66000678753, 'Composting': 42651.14370373868, 'Recycling': 28041.89151838301}",24.69,Medium,38056029.06
Karnataka,2022-10-01,72263096,331205.86,"{'Fruits': 82801.46425165392, 'Vegetables': 99361.7571019847, 'Grains': 66241.17140132314, 'Dairy': 49680.87855099235, 'Meat': 16560.292850330785, 'Processed Foods': 16560.292850330785}",Food Processing,362407.63,"{'Landfill': 166120.61232726483, 'Composting': 35140.93331130047, 'Recycling': 51441.21640210748}",33.36,Low,131636783.66
Kerala,2022-10-01,38940802,178478.68,"{'Fruits': 44619.669868030025, 'Vegetables': 53543.60384163603, 'Grains': 35695.73589442402, 'Dairy': 26771.801920818016, 'Meat': 8923.933973606005, 'Processed Foods': 8923.933973606005}",Agriculture,196841.54,"{'Landfill': 92289.138172598, 'Composting': 47862.96109588947, 'Recycling': 32519.503482461994}",14.77,Medium,38225566.83
Madhya Pradesh,2022-10-01,86130392,394764.3,"{'Fruits': 98691.07521444299, 'Vegetables': 118429.29025733158, 'Grains': 78952.86017155439, 'Dairy': 59214.64512866579, 'Meat': 19738.215042888598, 'Processed Foods': 19738.215042888598}",Household,403122.83,"{'Landfill': 267478.37407377217, 'Composting': 71706.03909202116, 'Recycling': 63962.55234384782}",20.88,High,187006623.88
Maharashtra,2022-10-01,133939612,613889.89,"{'Fruits': 153472.4730078944, 'Vegetables': 184166.9676094733, 'Grains': 122777.97840631554, 'Dairy': 92083.48380473665, 'Meat': 30694.494601578885, 'Processed Foods': 30694.494601578885}",Food Processing,599394.95,"{'Landfill': 398625.8931887443, 'Composting': 105169.04265110259, 'Recycling': 90490.80065185396}",16.18,High,452232959.45
Manipur,2022-10-01,2508053,11495.24,"{'Fruits': 2873.8110464041833, 'Vegetables': 3448.57325568502, 'Grains': 2299.048837123347, 'Dairy': 1724.28662784251, 'Meat': 574.7622092808367, 'Processed Foods': 574.7622092808367}",Household,12764.44,"{'Landfill': 7760.242554316646, 'Composting': 2616.80580556708, 'Recycling': 1930.5462262372673}",39.01,High,158568.77
Meghalaya,2022-10-01,2729032,12508.06,"{'Fruits': 3127.0159759848657, 'Vegetables': 3752.4191711818385, 'Grains': 2501.612780787893, 'Dairy': 1876.2095855909192, 'Meat': 625.4031951969732, 'Processed Foods': 625.4031951969732}",Retail,14668.66,"{'Landfill': 6520.282631273913, 'Composting': 2754.635001299879, 'Recycling': 1791.3738076344705}",17.92,High,187742.0
Mizoram,2022-10-01,1049906,4812.07,"{'Fruits': 1203.0177753992248, 'Vegetables': 1443.6213304790697, 'Grains': 962.4142203193799, 'Dairy': 721.8106652395348, 'Meat': 240.60355507984497, 'Processed Foods': 240.60355507984497}",Retail,4053.44,"{'Landfill': 2595.3865730687494, 'Composting': 956.5517236294079, 'Recycling': 730.431849762136}",12.49,High,27787.23
Nagaland,2022-10-01,2306400,10571.0,"{'Fruits': 2642.7500389856996, 'Vegetables': 3171.300046782839, 'Grains': 2114.20003118856, 'Dairy': 1585.6500233914196, 'Meat': 528.55000779714, 'Processed Foods': 528.55000779714}",Retail,10350.24,"{'Landfill': 6107.09332071642, 'Composting': 1891.693964773492, 'Recycling': 1923.892849297464}",17.52,High,134095.25
Odisha,2022-10-01,48862522,223953.23,"{'Fruits': 55988.307031160606, 'Vegetables': 67185.96843739273, 'Grains': 44790.64562492849, 'Dairy': 33592.984218696365, 'Meat': 11197.661406232122, 'Processed Foods': 11197.661406232122}",Hospitality,191932.61,"{'Landfill': 146404.02192585697, 'Composting': 24159.83772818593, 'Recycling': 39620.32104217602}",28.63,Medium,60186058.06
Punjab,2022-10-01,33110055,151754.42,"{'Fruits': 37938.60507696475, 'Vegetables': 45526.326092357696, 'Grains': 30350.8840615718, 'Dairy': 22763.163046178848, 'Meat': 7587.72101539295, 'Processed Foods': 7587.72101539295}",Household,126070.8,"{'Landfill': 90011.31900421821, 'Composting': 18582.317792528476, 'Recycling': 29348.165706968837}",13.47,High,27635284.9
Rajasthan,2022-10-01,81761629,374740.8,"{'Fruits': 93685.20037158318, 'Vegetables': 112422.24044589982, 'Grains': 74948.16029726654, 'Dairy': 56211.12022294991, 'Meat': 18737.040074316636, 'Processed Foods': 18737.040074316636}",Food Processing,440554.94,"{'Landfill': 227900.88335726399, 'Composting': 81442.21430214525, 'Recycling': 37496.07852440038}",22.54,High,168516801.96
Sikkim,2022-10-01,630870,2891.49,"{'Fruits': 722.8721451575215, 'Vegetables': 867.4465741890257, 'Grains': 578.2977161260172, 'Dairy': 433.72328709451284, 'Meat': 144.5744290315043, 'Processed Foods': 144.5744290315043}",Hospitality,2760.0,"{'Landfill': 1728.1188043567738, 'Composting': 537.0896936519938, 'Recycling': 512.5999213755532}",35.59,High,10032.85
Tamil Nadu,2022-10-01,85114870,390109.82,"{'Fruits': 97527.45607102194, 'Vegetables': 117032.94728522633, 'Grains': 78021.96485681755, 'Dairy': 58516.473642613164, 'Meat': 19505.491214204387, 'Processed Foods': 19505.491214204387}",Food Processing,312632.29,"{'Landfill': 236810.00847075236, 'Composting': 58792.245565627745, 'Recycling': 77785.12962808271}",27.32,Low,182622810.0
Telangana,2022-10-01,41036627,188084.54,"{'Fruits': 47021.135160341335, 'Vegetables': 56425.3621924096, 'Grains': 37616.90812827307, 'Dairy': 28212.6810962048, 'Meat': 9404.227032068267, 'Processed Foods': 9404.227032068267}",Food Processing,191698.93,"{'Landfill': 100001.52809623448, 'Composting': 36691.49886156629, 'Recycling': 33459.45713049207}",31.72,High,42450953.31
Tripura,2022-10-01,3801147,17421.93,"{'Fruits': 4355.481544730646, 'Vegetables': 5226.577853676776, 'Grains': 3484.385235784517, 'Dairy': 2613.288926838388, 'Meat': 871.0963089461293, 'Processed Foods': 871.0963089461293}",Household,16050.66,"{'Landfill': 10443.927061014096, 'Composting': 4047.0452160624773, 'Recycling': 3278.1322144568794}",37.93,High,364228.21
Uttar Pradesh,2022-10-01,233090775,1068332.72,"{'Fruits': 267083.179764372, 'Vegetables': 320499.8157172464, 'Grains': 213666.54381149763, 'Dairy': 160249.9078586232, 'Meat': 53416.63595287441, 'Processed Foods': 53416.63595287441}",Retail,923973.45,"{'Landfill': 694466.845317048, 'Composting': 205089.60616340704, 'Recycling': 211688.88360334942}",11.5,High,1369601758.33
Uttarakhand,2022-10-01,11925607,54659.03,"{'Fruits': 13664.758693750171, 'Vegetables': 16397.710432500204, 'Grains': 10931.806955000138, 'Dairy': 8198.855216250102, 'Meat': 2732.9517387500346, 'Processed Foods': 2732.9517387500346}",Retail,56442.5,"{'Landfill': 36525.11875706151, 'Composting': 13973.662335684621, 'Recycling': 10481.331031800066}",20.61,Low,3585132.1
West Bengal,2022-10-01,108675954,498098.12,"{'Fruits': 124524.53082903103, 'Vegetables': 149429.43699483725, 'Grains': 99619.62466322484, 'Dairy': 74714.71849741862, 'Meat': 24904.90616580621, 'Processed Foods': 24904.90616580621}",Retail,586655.18,"{'Landfill': 267282.0212669588, 'Composting': 59071.04083308122, 'Recycling': 52903.49405911482}",33.02,High,297722088.54
Andhra Pradesh,2022-11-01,90493231,414760.64,"{'Fruits': 103690.16063441579, 'Vegetables': 124428.19276129894, 'Grains': 82952.12850753265, 'Dairy': 62214.09638064947, 'Meat': 20738.03212688316, 'Processed Foods': 20738.03212688316}",Hospitality,464049.65,"{'Landfill': 209039.3856369535, 'Composting': 107452.48889929154, 'Recycling': 48498.668395638575}",39.11,High,206431668.72
Arunachal Pradesh,2022-11-01,1303075,5972.43,"{'Fruits': 1493.107580156606, 'Vegetables': 1791.729096187927, 'Grains': 1194.4860641252849, 'Dairy': 895.8645480939635, 'Meat': 298.6215160313212, 'Processed Foods': 298.6215160313212}",Agriculture,6949.0,"{'Landfill': 3242.496320343168, 'Composting': 1674.3509501022832, 'Recycling': 883.0112983364376}",22.83,Low,42803.91
Assam,2022-11-01,31118791,142627.8,"{'Fruits': 35656.949132769834, 'Vegetables': 42788.3389593238, 'Grains': 28525.55930621587, 'Dairy': 21394.1694796619, 'Meat': 7131.389826553967, 'Processed Foods': 7131.389826553967}",Agriculture,158382.67,"{'Landfill': 84733.90845557844, 'Composting': 34461.129697416254, 'Recycling': 17604.420673402125}",29.45,Medium,24411226.01
Bihar,2022-11-01,120432738,551983.38,"{'Fruits': 137995.84574942064, 'Vegetables': 165595.01489930475, 'Grains': 110396.67659953651, 'Dairy': 82797.50744965237, 'Meat': 27599.16914988413, 'Processed Foods': 27599.16914988413}",Hospitality,557352.1,"{'Landfill': 340148.68038148247, 'Composting': 107443.5863493516, 'Recycling': 57826.878272177426}",12.25,Medium,365622786.13
Chhattisgarh,2022-11-01,29892776,137008.56,"{'Fruits': 34252.13978104533, 'Vegetables': 41102.567737254394, 'Grains': 27401.711824836264, 'Dairy': 20551.283868627197, 'Meat': 6850.427956209066, 'Processed Foods': 6850.427956209066}",Retail,120779.8,"{'Landfill': 90731.88712152539, 'Composting': 17815.150689613918, 'Recycling': 26697.948141521032}",21.23,Medium,22525614.33
Goa,2022-11-01,1614418,7399.42,"{'Fruits': 1849.8546554180089, 'Vegetables': 2219.8255865016104, 'Grains': 1479.8837243344071, 'Dairy': 1109.9127932508052, 'Meat': 369.9709310836018, 'Processed Foods': 369.9709310836018}",Food Processing,8276.22,"{'Landfill': 4177.543889574149, 'Composting': 1961.6457175145936, 'Recycling': 876.737234523267}",12.96,High,65701.68
Gujarat,2022-11-01,69956895,320635.77,"{'Fruits': 80158.94270594636, 'Vegetables': 96190.73124713563, 'Grains': 64127.15416475709, 'Dairy': 48095.36562356781, 'Meat': 16031.788541189273, 'Processed Foods': 16031.788541189273}",Food Processing,284478.49,"{'Landfill': 211492.76919219983, 'Composting': 60569.840246789485, 'Recycling': 44450.68859234523}",28.57,High,123368757.04
Haryana,2022-11-01,29548516,135430.7,"{'Fruits': 33857.6750559378, 'Vegetables': 40629.21006712536, 'Grains': 27086.14004475024, 'Dairy': 20314.60503356268, 'Meat': 6771.53501118756, 'Processed Foods': 6771.53501118756}",Retail,160984.43,"{'Landfill': 90260.99358637935, 'Composting': 33320.48043913833, 'Recycling': 17120.851859069546}",24.24,Medium,22009769.48
Himachal Pradesh,2022-11-01,7242393,33194.3,"{'Fruits': 8298.575969280864, 'Vegetables': 9958.291163137037, 'Grains': 6638.860775424691, 'Dairy': 4979.1455815685185, 'Meat': 1659.7151938561728, 'Processed Foods': 1659.7151938561728}",Food Processing,28137.87,"{'Landfill': 19142.900280530383, 'Composting': 8230.307552583583, 'Recycling': 5198.157707934612}",33.23,High,1322234.17
Jharkhand,2022-11-01,38593659,176887.6,"{'Fruits': 44221.90123122199, 'Vegetables': 53066.28147746639, 'Grains': 35377.52098497759, 'Dairy': 26533.140738733196, 'Meat': 8844.380246244398, 'Processed Foods': 8844.380246244398}",Hospitality,178003.18,"{'Landfill': 94460.45053946489, 'Composting': 41645.72193215707, 'Recycling': 23503.08139677344}",31.98,High,37547069.73
Karnataka,2022-11-01,72225875,331035.26,"{'Fruits': 82758.81614495175, 'Vegetables': 99310.57937394209, 'Grains': 66207.05291596141, 'Dairy': 49655.289686971046, 'Meat': 16551.763228990352, 'Processed Foods': 16551.763228990352}",Household,388185.84,"{'Landfill': 174237.29834376465, 'Composting': 74727.99100553429, 'Recycling': 55533.82607223977}",30.03,Medium,131501215.67
Kerala,2022-11-01,39879360,182780.4,"{'Fruits': 45695.1010139974, 'Vegetables': 54834.121216796884, 'Grains': 36556.08081119792, 'Dairy': 27417.060608398442, 'Meat': 9139.02020279948, 'Processed Foods': 9139.02020279948}",Hospitality,209492.08,"{'Landfill': 125368.32694894519, 'Composting': 22663.56348720349, 'Recycling': 23424.185260333124}",37.13,High,40090411.33
Madhya Pradesh,2022-11-01,85369150,391275.27,"{'Fruits': 97818.81851989827, 'Vegetables': 117382.58222387792, 'Grains': 78255.05481591861, 'Dairy': 58691.29111193896, 'Meat': 19563.763703979654, 'Processed Foods': 19563.763703979654}",Household,468306.28,"{'Landfill': 245786.10305417734, 'Composting': 97104.51462583631, 'Recycling': 67949.27656884413}",20.56,Low,183715608.13
Maharashtra,2022-11-01,134140499,614810.62,"{'Fruits': 153702.6557924754, 'Vegetables': 184443.18695097047, 'Grains': 122962.12463398032, 'Dairy': 92221.59347548524, 'Meat': 30740.53115849508, 'Processed Foods': 30740.53115849508}",Agriculture,639283.58,"{'Landfill': 414294.15931402124, 'Composting': 143674.78049172126, 'Recycling': 106120.89755457811}",34.68,Medium,453590522.84
Manipur,2022-11-01,2554843,11709.7,"{'Fruits': 2927.4243393841653, 'Vegetables': 3512.9092072609983, 'Grains': 2341.939471507332, 'Dairy': 1756.4546036304992, 'Meat': 585.484867876833, 'Processed Foods': 585.484867876833}",Household,10493.05,"{'Landfill': 6075.483048403842, 'Composting': 1945.2838796430979, 'Recycling': 1577.150403509946}",33.02,Medium,164540.41
Meghalaya,2022-11-01,2706650,12405.48,"{'Fruits': 3101.370198486978, 'Vegetables': 3721.6442381843735, 'Grains': 2481.0961587895827, 'Dairy': 1860.8221190921868, 'Meat': 620.2740396973957, 'Processed Foods': 620.2740396973957}",Hospitality,12956.94,"{'Landfill': 6382.972581064702, 'Composting': 3196.2229570534028, 'Recycling': 2109.0991752405043}",35.59,Low,184675.14
Mizoram,2022-11-01,1035143,4744.41,"{'Fruits': 1186.1013712731533, 'Vegetables': 1423.3216455277839, 'Grains': 948.8810970185227, 'Dairy': 711.6608227638919, 'Meat': 237.22027425463068, 'Processed Foods': 237.22027425463068}",Agriculture,4342.26,"{'Landfill': 2641.126916963179, 'Composting': 1056.075899047885, 'Recycling': 621.4745149912204}",11.71,Medium,27011.26
Nagaland,2022-11-01,2324031,10651.81,"{'Fruits': 2662.953089918057, 'Vegetables': 3195.543707901668, 'Grains': 2130.3624719344457, 'Dairy': 1597.771853950834, 'Meat': 532.5906179836114, 'Processed Foods': 532.5906179836114}",Food Processing,10448.65,"{'Landfill': 6588.862924090131, 'Composting': 3158.1814540280625, 'Recycling': 1940.2110819353377}",26.85,High,136153.33
Odisha,2022-11-01,48644192,222952.55,"{'Fruits': 55738.136831564996, 'Vegetables': 66885.76419787799, 'Grains': 44590.509465252, 'Dairy': 33442.88209893899, 'Meat': 11147.627366313, 'Processed Foods': 11147.627366313}",Household,208660.88,"{'Landfill': 138470.26856988654, 'Composting': 62921.91476735869, 'Recycling': 27438.557948479007}",27.69,Medium,59649406.03
Punjab,2022-11-01,32363137,148331.04,"{'Fruits': 37082.76117991843, 'Vegetables': 44499.313415902114, 'Grains': 29666.208943934747, 'Dairy': 22249.656707951057, 'Meat': 7416.552235983687, 'Processed Foods': 7416.552235983687}",Household,162034.87,"{'Landfill': 91083.93110722081, 'Composting': 18116.207533861714, 'Recycling': 25442.88477270156}",33.32,High,26402518.59
Rajasthan,2022-11-01,81882268,375293.73,"{'Fruits': 93823.43307876243, 'Vegetables': 112588.11969451491, 'Grains': 75058.74646300996, 'Dairy': 56294.05984725746, 'Meat': 18764.68661575249, 'Processed Foods': 18764.68661575249}",Household,368725.19,"{'Landfill': 239202.94799595553, 'Composting': 99317.16758499926, 'Recycling': 38171.66989335119}",27.86,Medium,169014462.62
Sikkim,2022-11-01,648009,2970.04,"{'Fruits': 742.5108155257915, 'Vegetables': 891.0129786309498, 'Grains': 594.0086524206332, 'Dairy': 445.5064893154749, 'Meat': 148.5021631051583, 'Processed Foods': 148.5021631051583}",Hospitality,3229.19,"{'Landfill': 1606.4327142418795, 'Composting': 801.0783140664091, 'Recycling': 463.11041953283984}",16.75,Low,10585.39
Tamil Nadu,2022-11-01,84207089,385949.16,"{'Fruits': 96487.28959273497, 'Vegetables': 115784.74751128197, 'Grains': 77189.83167418798, 'Dairy': 57892.37375564098, 'Meat': 19297.457918546996, 'Processed Foods': 19297.457918546996}",Agriculture,418132.18,"{'Landfill': 242067.11758337624, 'Composting': 87691.56943688681, 'Recycling': 57538.060452583064}",35.2,Low,178748103.42
Telangana,2022-11-01,42276343,193766.57,"{'Fruits': 48441.64353310735, 'Vegetables': 58129.97223972882, 'Grains': 38753.31482648588, 'Dairy': 29064.98611986441, 'Meat': 9688.32870662147, 'Processed Foods': 9688.32870662147}",Household,221835.78,"{'Landfill': 122734.84990401326, 'Composting': 26864.124018787697, 'Recycling': 22707.79515106608}",39.31,High,45054582.3
Tripura,2022-11-01,3736082,17123.71,"{'Fruits': 4280.927535098487, 'Vegetables': 5137.113042118184, 'Grains': 3424.74202807879, 'Dairy': 2568.556521059092, 'Meat': 856.1855070196975, 'Processed Foods': 856.1855070196975}",Food Processing,14186.43,"{'Landfill': 9556.412416671983, 'Composting': 4071.451710819233, 'Recycling': 2639.783496611356}",32.56,Medium,351865.74
Uttar Pradesh,2022-11-01,230464987,1056297.86,"{'Fruits': 264074.46427609044, 'Vegetables': 316889.3571313085, 'Grains': 211259.57142087235, 'Dairy': 158444.67856565426, 'Meat': 52814.89285521809, 'Processed Foods': 52814.89285521809}",Hospitality,1034432.3,"{'Landfill': 702724.3745316083, 'Composting': 274792.32595356164, 'Recycling': 165013.06219636253}",15.18,Medium,1338918195.51
Uttarakhand,2022-11-01,12050786,55232.77,"{'Fruits': 13808.193205511257, 'Vegetables': 16569.83184661351, 'Grains': 11046.554564409007, 'Dairy': 8284.915923306755, 'Meat': 2761.6386411022518, 'Processed Foods': 2761.6386411022518}",Retail,64246.12,"{'Landfill': 28139.55007269892, 'Composting': 14784.659719331083, 'Recycling': 5610.574311963495}",19.19,Medium,3660791.03
West Bengal,2022-11-01,105888469,485322.15,"{'Fruits': 121330.53776418419, 'Vegetables': 145596.64531702103, 'Grains': 97064.43021134735, 'Dairy': 72798.32265851051, 'Meat': 24266.10755283684, 'Processed Foods': 24266.10755283684}",Household,398607.19,"{'Landfill': 339571.62189252424, 'Composting': 63725.931942048184, 'Recycling': 83127.32812497328}",13.29,Low,282645108.37
Andhra Pradesh,2022-12-01,88419710,405257.01,"{'Fruits': 101314.25146647653, 'Vegetables': 121577.10175977183, 'Grains': 81051.40117318124, 'Dairy': 60788.550879885915, 'Meat': 20262.85029329531, 'Processed Foods': 20262.85029329531}",Retail,339746.47,"{'Landfill': 260349.74422867154, 'Composting': 98128.94079743451, 'Recycling': 71382.15335659593}",10.63,High,197079888.96
Arunachal Pradesh,2022-12-01,1267268,5808.31,"{'Fruits': 1452.0787449931838, 'Vegetables': 1742.4944939918205, 'Grains': 1161.6629959945471, 'Dairy': 871.2472469959102, 'Meat': 290.4157489986368, 'Processed Foods': 290.4157489986368}",Hospitality,4948.61,"{'Landfill': 4065.1154209897827, 'Composting': 1207.381403343601, 'Recycling': 1083.8085347037843}",15.13,Medium,40483.83
Assam,2022-12-01,31578701,144735.72,"{'Fruits': 36183.92882345589, 'Vegetables': 43420.71458814707, 'Grains': 28947.143058764716, 'Dairy': 21710.357294073536, 'Meat': 7236.785764691179, 'Processed Foods': 7236.785764691179}",Retail,144581.35,"{'Landfill': 88549.39461119701, 'Composting': 40243.17259689253, 'Recycling': 17530.851053027647}",21.67,High,25138112.74
Bihar,2022-12-01,123798080,567407.87,"{'Fruits': 141851.96694390764, 'Vegetables': 170222.36033268916, 'Grains': 113481.57355512612, 'Dairy': 85111.18016634458, 'Meat': 28370.39338878153, 'Processed Foods': 28370.39338878153}",Food Processing,497521.07,"{'Landfill': 354564.47813776013, 'Composting': 99620.36003434265, 'Recycling': 96628.05966164132}",19.5,Medium,386342026.1
Chhattisgarh,2022-12-01,29522531,135311.6,"{'Fruits': 33827.90114993748, 'Vegetables': 40593.481379924975, 'Grains': 27062.320919949987, 'Dairy': 20296.740689962488, 'Meat': 6765.580229987497, 'Processed Foods': 6765.580229987497}",Household,117552.18,"{'Landfill': 80708.99010082464, 'Composting': 17493.928877834147, 'Recycling': 17681.356073800354}",34.24,Low,21971076.41
Goa,2022-12-01,1589167,7283.69,"{'Fruits': 1820.9212998461417, 'Vegetables': 2185.10555981537, 'Grains': 1456.7370398769135, 'Dairy': 1092.552779907685, 'Meat': 364.1842599692284, 'Processed Foods': 364.1842599692284}",Retail,6161.77,"{'Landfill': 4261.741218440751, 'Composting': 1951.4611483795888, 'Recycling': 793.1629776838842}",10.61,Medium,63662.48
Gujarat,2022-12-01,71563532,327999.53,"{'Fruits': 81999.88131832209, 'Vegetables': 98399.85758198651, 'Grains': 65599.90505465768, 'Dairy': 49199.928790993254, 'Meat': 16399.97626366442, 'Processed Foods': 16399.97626366442}",Food Processing,366529.85,"{'Landfill': 177354.22965158243, 'Composting': 43260.89470575232, 'Recycling': 61124.46818261476}",16.37,Medium,129100426.3
