Shop ID,Name,Owner Name,City,State,Latitude,Longitude,Past Performance Score (0-100),Rice Capacity (kg),Rice Current Inventory (kg),Rice Price (INR/kg),Wheat Capacity (kg),Wheat Current Inventory (kg),Wheat Price (INR/kg),Dal Capacity (kg),Dal Current Inventory (kg),Dal Price (INR/kg),Sugar Capacity (kg),Sugar Current Inventory (kg),Sugar Price (INR/kg),Oil Capacity (kg),Oil Current Inventory (kg),Oil Price (INR/kg)
421,Sani-Choudhry,Krish Kumar,Ahmedabad,Gujarat,23.032353157568437,72.53090116989922,94,4103,466,95.63,2294,229,33.55,3966,268,56.83,740,45,43.15,4988,328,62.92
422,Sur-Vyas,Viraj Chacko,Ahmedabad,Gujarat,23.01570768829442,72.56534049896945,69,4985,213,24.58,604,429,69.67,2406,2,23.16,2396,17,72.99,1271,418,52.15
423,"Morar, Bath and Kannan",Nilima Kurian,Jaipur,Rajasthan,26.878768380146532,75.76467913075142,50,1209,314,94.48,4393,439,77.52,2221,257,21.16,3824,396,69.05,4172,199,95.11
424,Bhakta-Amble,Abdul Amble,Hyderabad,Telangana,17.347150137630095,78.45644704898599,57,3118,443,24.04,4345,248,65.56,4191,15,29.54,1313,152,62.48,3748,198,68.59
425,Mitra and Sons,Zinal Amble,Mumbai,Maharashtra,19.090581081265523,72.85629067892393,95,1911,466,63.78,4190,245,79.07,2316,93,71.93,1282,487,74.64,2169,195,32.67
426,Kumer LLC,Samesh Mutti,Pune,Maharashtra,18.55832686599978,73.83254316202918,65,1985,381,91.24,3792,427,31.32,752,357,65.37,4555,263,70.99,2056,313,60.17
427,Dar-Amble,Janaki Chhabra,Delhi,Delhi,28.627507076372982,77.18110633714538,63,3450,366,41.02,878,74,90.6,4727,133,64.27,507,73,90.51,3458,76,89.0
428,Sani-Gill,Pooja Kulkarni,Ahmedabad,Gujarat,23.0473191905979,72.5771813225511,61,3434,317,57.78,3793,156,66.59,4019,300,22.55,4273,415,66.88,1651,18,73.72
429,Rai PLC,Pallavi Pau,Pune,Maharashtra,18.536016183768105,73.82444287694697,100,4614,143,45.95,3829,222,30.15,2407,326,57.54,3639,144,82.29,1717,61,87.4
430,"Karpe, Tella and Pandya",Mekhala Jani,Kolkata,West Bengal,22.597918733591342,88.3408331298302,72,1503,383,96.17,3938,189,56.95,2410,132,93.97,4289,101,39.9,2731,326,40.03
431,Ranganathan Ltd,Vasudha Gola,Delhi,Delhi,28.57469437146465,77.2275298016116,64,2966,215,85.89,724,472,87.58,3021,311,51.81,4551,334,74.25,4842,393,91.07
432,Sarin Inc,Veda Kulkarni,Hyderabad,Telangana,17.416778532985695,78.45805113663107,77,2966,360,76.72,1237,51,91.8,4349,454,69.99,1017,334,92.18,4444,280,80.45
433,Brahmbhatt-Munshi,Hemangini Rao,Bangalore,Karnataka,12.936667610770987,77.57883836360335,83,2438,323,67.01,735,437,41.17,1558,481,82.39,3690,120,50.86,2542,427,78.31
434,"Sanghvi, Ravel and Sahni",Jagat Karpe,Kolkata,West Bengal,22.576823720549186,88.37293476904588,51,2439,14,85.65,4778,87,76.9,4038,382,82.71,3602,175,82.33,1205,249,47.72
435,Contractor-Ravel,Neel Chaudhry,Ahmedabad,Gujarat,23.033694050533732,72.53199307125584,81,2135,216,51.38,1211,312,28.0,2822,31,61.54,3216,62,77.98,3169,226,91.01
436,Nair and Sons,Yashoda Rattan,Pune,Maharashtra,18.539288530205006,73.89403229158609,72,2198,491,55.8,2388,338,22.68,686,304,88.64,1078,295,24.76,2613,126,71.04
437,"Sharma, Pathak and Chakrabarti",Charles Dyal,Jaipur,Rajasthan,26.938512153704316,75.75330716349546,71,2591,438,78.4,1759,65,64.83,1448,268,51.31,4982,498,66.52,3477,57,88.15
438,Cherian-Kohli,Abdul Chand,Lucknow,Uttar Pradesh,26.852504232514896,80.97737522168657,100,2395,34,48.62,1248,149,75.59,2790,413,91.1,2365,83,30.42,4849,408,48.88
439,Rattan-Viswanathan,Urishilla Saran,Chennai,Tamil Nadu,13.120845077967504,80.24849020972489,74,4740,182,25.11,4486,19,83.66,4859,24,39.22,1876,14,97.39,4878,476,31.65
440,Randhawa LLC,Devansh Lall,Bangalore,Karnataka,12.96174943158613,77.62460709686991,71,3898,269,25.95,4051,32,47.22,709,468,42.42,3438,354,84.91,922,375,46.59
441,"Nori, Kant and Nath",Kamala Buch,Jaipur,Rajasthan,26.91790849493023,75.81060712960297,71,1573,432,29.23,1009,327,20.52,2593,315,24.25,1405,133,28.78,2521,203,56.42
442,Bose PLC,Leena Rattan,Pune,Maharashtra,18.53189782403411,73.875488410988,98,2902,466,89.57,2323,280,58.36,4038,58,83.65,1464,477,29.74,4293,242,62.67
443,"Comar, Wali and Uppal",Dakshesh Gill,Jaipur,Rajasthan,26.917822651413204,75.7378229613543,91,3712,357,57.78,3441,45,21.27,2063,212,53.36,2476,120,67.56,4631,366,60.86
444,Palla LLC,Reva Anne,Lucknow,Uttar Pradesh,26.880696398028217,80.97946804693471,55,4537,99,77.03,4732,72,27.36,525,155,38.33,2387,318,47.59,1030,423,63.68
445,"Divan, Keer and Chauhan",Zarna Mangal,Jaipur,Rajasthan,26.95820734801194,75.77409407513021,64,1651,6,51.43,2634,353,46.14,674,495,38.54,2947,391,22.79,590,331,87.34
446,Kunda and Sons,Bahadurjit Uppal,Bangalore,Karnataka,13.005797037149671,77.59163190541018,92,2945,29,40.7,2277,312,54.97,1834,313,92.11,1491,478,63.33,3872,499,33.61
447,Dua Ltd,Omkaar Banik,Bangalore,Karnataka,13.021233433762726,77.58143095305068,86,2456,466,47.78,1722,342,42.36,821,275,86.71,4056,127,51.03,2442,325,45.28
448,Goel Ltd,William Acharya,Hyderabad,Telangana,17.407207093820276,78.5253195780465,82,4407,304,83.53,4167,132,66.55,4650,417,64.28,4459,367,28.09,4305,251,91.09
449,Shetty-Sen,Gabriel Majumdar,Bangalore,Karnataka,12.935382289915925,77.61090420045005,57,1307,472,70.02,2277,54,24.43,4547,388,69.29,4104,366,84.15,1740,393,64.84
450,"Naidu, Mutti and Dora",Ira Rana,Kolkata,West Bengal,22.592161814649682,88.31422182636042,93,686,143,95.01,1804,60,31.57,3727,209,57.95,1583,287,93.21,2258,321,66.67
451,Bir-Singh,Sai Vasa,Kolkata,West Bengal,22.53928851178549,88.33203192799255,93,1807,110,74.38,1201,344,75.62,2372,443,51.33,934,300,80.53,597,375,58.25
452,Mitter-Maharaj,Ekapad Chana,Hyderabad,Telangana,17.37523271246866,78.52412624706102,54,2784,231,65.61,3489,7,31.37,2567,486,93.24,520,377,85.79,1979,492,63.92
453,"Bhalla, Pandey and Tripathi",Ijaya Palan,Bangalore,Karnataka,12.928085359448298,77.60259837874281,88,1257,178,68.82,651,271,71.18,832,426,30.05,3422,179,37.32,2332,408,35.85
454,Mukherjee Group,Upkaar Hayer,Pune,Maharashtra,18.540694344097865,73.81198039604686,53,4731,71,95.39,1825,245,24.37,3491,56,53.48,2425,462,41.09,3085,198,63.75
455,Barad-Bhandari,Netra Agrawal,Ahmedabad,Gujarat,23.040146793722638,72.60189889996808,55,4354,209,83.06,1801,175,52.59,1410,184,47.56,1972,81,36.68,4147,487,99.77
456,Mangat-Bose,Parth Ray,Bangalore,Karnataka,12.971425568226346,77.55230582791343,94,4766,219,21.92,4222,492,34.19,4996,458,59.85,1599,12,81.21,579,342,65.28
457,"Chana, Tripathi and Rajagopalan",Elijah Thakur,Kolkata,West Bengal,22.592141564832808,88.38849252088137,81,2706,79,62.73,2211,115,28.77,1449,53,56.61,3137,23,95.83,2723,239,23.55
458,Barman-Sengupta,Harini Dada,Lucknow,Uttar Pradesh,26.86746809347409,80.97506149646725,79,4058,499,75.07,1306,316,65.36,2575,208,61.51,889,167,77.35,3069,138,83.71
459,"Guha, Nagy and Soni",Zashil Savant,Bangalore,Karnataka,12.96561989979555,77.55934525267062,96,2080,82,79.9,4830,270,94.27,3014,367,31.19,3913,269,90.52,2272,121,51.72
460,"Dora, Bhatia and Seshadri",Veda Kohli,Pune,Maharashtra,18.543950560648753,73.83028575991437,84,1461,41,37.05,3222,192,24.38,3831,428,61.05,3115,475,71.1,1623,419,32.29
461,Oza Ltd,Tara Sharma,Hyderabad,Telangana,17.341254222689738,78.51683669158196,89,4347,272,89.37,1825,149,53.72,3529,341,39.39,1854,458,51.01,4311,48,89.0
462,Thaman Ltd,Vasatika Dada,Jaipur,Rajasthan,26.955711333134357,75.80155651995352,65,4075,190,96.47,4633,130,76.6,600,292,34.75,505,69,54.06,3974,303,35.84
463,Baral and Sons,Ekansh Raja,Mumbai,Maharashtra,19.089755326447023,72.87731663841133,62,1375,172,38.94,1659,101,57.02,2900,339,25.19,690,317,26.03,3123,114,93.66
464,"Sarma, Sarna and Viswanathan",Victor Mutti,Kolkata,West Bengal,22.621712643182132,88.38862195877421,99,2918,460,90.61,3369,309,84.52,3871,303,81.01,647,375,22.52,1903,342,55.34
465,"Dutt, Patla and Pradhan",Ira Varty,Pune,Maharashtra,18.527587227122716,73.86547693608622,91,4698,6,27.76,1742,269,34.37,2843,251,54.2,4853,88,75.64,3078,250,79.42
466,Ram-Rege,Adya Kothari,Jaipur,Rajasthan,26.918954996492147,75.8352646715034,79,1501,154,24.46,847,291,96.77,852,373,70.13,4050,188,55.07,831,490,63.76
467,Ben-Natt,Girik Rastogi,Bangalore,Karnataka,12.924219670853207,77.54701917638914,68,3884,9,30.34,2331,209,50.81,3455,437,78.21,4605,256,64.18,4108,6,40.53
468,Narayan Inc,Faqid Gokhale,Kolkata,West Bengal,22.549907080997283,88.36570787662389,66,4566,33,24.62,2069,494,47.33,1518,303,74.35,1610,216,64.61,1239,218,73.69
469,"Raju, Mander and Krishnan",Dipta Pandya,Bangalore,Karnataka,13.015667924511535,77.57052967588658,68,3345,35,87.6,4435,360,89.97,1679,111,57.64,4333,449,42.19,541,76,96.63
470,"Doctor, Nath and Bumb",Amruta Goswami,Lucknow,Uttar Pradesh,26.88397302504846,80.98039335667919,77,1981,408,24.72,2418,337,65.11,4036,365,51.03,1124,381,58.07,4378,178,81.57
471,"Dhaliwal, Palla and Mukherjee",Wishi Iyengar,Chennai,Tamil Nadu,13.080790600075307,80.26421803992554,75,3801,5,41.73,3732,66,61.32,4150,5,50.08,4625,31,57.66,2449,144,68.32
472,"Ramanathan, Dayal and Chad",Wyatt Lanka,Chennai,Tamil Nadu,13.103301900766404,80.28381706459568,86,1157,407,28.3,4258,9,78.16,3002,417,71.2,2675,140,51.07,3960,415,99.25
473,Puri-Narasimhan,Veer Jain,Pune,Maharashtra,18.560791333026035,73.89763901920084,75,3280,401,43.63,2855,48,66.39,4319,190,59.58,3649,160,85.65,2628,153,41.23
474,Vyas Inc,Ishani Dugal,Ahmedabad,Gujarat,23.04545082286524,72.59795128989911,72,922,214,27.24,1897,486,33.0,1479,333,87.93,1578,31,56.09,4997,120,24.99
475,"Sampath, Trivedi and Pathak",Jagdish Brar,Kolkata,West Bengal,22.54512237022685,88.32703494081449,58,4181,133,73.44,3280,110,73.94,1476,431,89.98,4051,311,68.29,2654,123,22.57
476,Patil LLC,Abeer Basak,Jaipur,Rajasthan,26.937537508602905,75.80299551562672,61,4766,284,30.67,2324,320,30.68,1871,278,33.64,2852,151,91.64,1737,149,76.86
477,Kala LLC,Kamya Murty,Hyderabad,Telangana,17.33634026264322,78.46497456895787,50,3210,125,88.15,2991,218,84.47,2780,381,30.9,1045,346,89.3,2266,396,86.42
478,Handa-Kara,Anvi Swaminathan,Lucknow,Uttar Pradesh,26.82491870746932,80.9223705683736,50,952,408,85.38,4560,56,99.18,607,339,70.43,1695,259,91.23,2341,380,70.81
479,Dubey Inc,Yasti Mammen,Bangalore,Karnataka,12.949161233867896,77.62331266026015,96,2897,438,21.09,904,282,50.19,1472,12,44.1,2569,215,41.6,1005,267,92.4
480,Chaudhuri-Tripathi,Tristan Dave,Lucknow,Uttar Pradesh,26.823894972612862,80.9721398262418,83,2475,336,91.66,2221,458,55.58,2126,302,21.49,3858,278,22.8,2341,326,75.84
481,"Vyas, Barad and Nayar",Pallavi Sridhar,Lucknow,Uttar Pradesh,26.8811789436286,80.92301390200956,81,2157,173,22.32,3325,112,23.71,1203,43,91.09,2938,284,40.89,1894,0,49.68
482,"Deep, Puri and Dube",Yadavi Palan,Jaipur,Rajasthan,26.91115711936734,75.74066136001834,97,3041,151,39.17,4345,132,21.1,1374,104,38.15,1116,97,42.3,756,160,34.5
483,Golla Ltd,Owen Shankar,Hyderabad,Telangana,17.396969944019943,78.49289928474668,74,3575,330,22.59,4710,70,93.71,4309,159,94.34,4744,404,92.75,2220,243,93.97
484,"Gandhi, Sarma and Bassi",Zarna Sharma,Chennai,Tamil Nadu,13.085942068227522,80.26180956026008,89,3664,25,46.87,3692,82,30.29,2911,153,77.39,3843,29,71.94,1571,374,28.29
485,Patla-Khanna,Abhiram Arora,Pune,Maharashtra,18.479042461076254,73.83037843093115,94,3466,382,61.11,564,56,55.66,2607,241,81.01,2311,89,26.54,2122,397,63.44
486,Mane-Sen,Ladli Chaudhuri,Ahmedabad,Gujarat,23.027332058372643,72.53419882085336,50,2553,114,83.73,1799,375,85.23,4053,180,36.12,671,147,30.83,2566,250,45.12
487,Walla and Sons,Janaki Lad,Pune,Maharashtra,18.50974478465636,73.88948683753222,65,787,381,47.04,1915,348,91.15,1773,13,38.74,4642,143,32.45,1569,366,41.71
488,Singh-Hari,Adya Khalsa,Ahmedabad,Gujarat,22.998515779096206,72.59448209649807,88,3717,481,76.44,4093,270,61.55,1059,179,61.7,1125,66,70.43,950,63,71.67
489,Sastry-Shenoy,Urishilla Oza,Lucknow,Uttar Pradesh,26.894655084038174,80.91069650723799,54,4354,283,35.0,1468,482,65.2,616,376,33.77,4563,432,78.83,1397,298,38.5
490,Raja-Thakkar,Qarin Tara,Pune,Maharashtra,18.490209763275974,73.86323302545716,71,1947,386,80.05,868,110,73.57,3546,291,44.43,2754,356,88.77,4228,247,93.31
491,"Sahota, Edwin and Iyengar",Shivansh Saini,Bangalore,Karnataka,12.95246987433732,77.63930359877388,78,1107,74,38.88,732,356,96.91,543,263,45.72,952,57,95.25,581,441,52.48
492,"Devi, Krishna and Ben",Janya Rattan,Jaipur,Rajasthan,26.880701544423474,75.73950351602976,52,2264,165,31.48,2742,374,68.21,1008,167,32.77,1918,487,36.14,1236,296,74.19
493,"Srivastava, Prabhu and Chauhan",Shravya Gole,Chennai,Tamil Nadu,13.055231692995124,80.24579666613404,61,1725,188,34.83,3583,75,64.76,3939,213,36.41,1253,427,44.78,4674,464,78.22
494,"Varty, Dash and Mane",Veer Chaudhry,Pune,Maharashtra,18.538775410557705,73.86121055282608,75,1735,77,34.57,1420,157,21.16,4428,149,83.08,3872,280,39.23,4444,451,74.64
495,Dyal LLC,Warinder Sankaran,Ahmedabad,Gujarat,22.983976887186923,72.60741396933494,65,1529,434,61.03,1188,19,26.48,1416,15,33.38,3223,278,48.7,2707,499,92.27
496,Varghese-Din,Rohan Dhingra,Lucknow,Uttar Pradesh,26.85095458033954,80.97536999884534,100,3171,89,87.58,4772,420,66.17,3445,90,22.28,3510,235,93.17,4448,114,38.49
497,Chand-Kapadia,Urvashi Andra,Mumbai,Maharashtra,19.080353821734263,72.83587253457468,86,4462,175,26.37,1969,130,94.9,1298,119,70.35,3411,442,66.01,2502,294,26.88
498,Palla-Bala,Oviya Tata,Kolkata,West Bengal,22.607291872808858,88.35676305469705,71,3677,20,76.56,4759,328,89.34,2260,443,98.08,1725,384,79.06,2191,0,24.44
499,Bera-Randhawa,Zansi Walla,Chennai,Tamil Nadu,13.127269814700028,80.30569753714808,78,4222,53,72.35,4122,121,98.61,2833,252,46.5,667,352,59.21,1679,40,90.23
500,"Prakash, Keer and Raju",Vidhi Mital,Delhi,Delhi,28.57365625102393,77.24519869084043,63,1975,183,89.8,2600,40,62.23,3775,59,29.49,4185,398,22.31,3435,172,97.86
501,Prasad and Sons,Champak Rao,Bangalore,Karnataka,12.986697346715095,77.5991431869407,77,3396,358,39.53,2765,166,83.03,1318,265,65.63,585,127,25.14,3015,87,44.2
502,Nagar Inc,Nihal Bhasin,Ahmedabad,Gujarat,23.051197013491766,72.53259359270216,54,1308,221,56.01,4289,409,87.23,2668,408,92.51,2177,336,63.03,961,481,75.48
503,"Nayak, Dhingra and Devan",Aachal Soni,Lucknow,Uttar Pradesh,26.89450618179735,80.9755989716368,96,1478,314,94.07,1323,129,71.84,4235,30,82.72,2482,481,77.5,3401,97,20.71
504,Mangat Group,Shivani Natt,Mumbai,Maharashtra,19.046136378213596,72.85356208348881,98,2963,327,72.8,3931,22,47.1,3565,20,69.8,1986,208,37.23,616,87,35.09
505,"Dewan, Singh and Sen",Jalsa Parsa,Hyderabad,Telangana,17.389484775908453,78.51254250178691,79,1225,178,51.1,4651,278,57.6,3759,218,45.2,941,435,77.75,2154,250,75.14
506,"Ahluwalia, Buch and Bahl",Hemangini Bahri,Hyderabad,Telangana,17.386938585950396,78.45718812741507,95,3001,275,30.51,4713,250,88.63,1406,80,63.35,770,185,84.85,2298,334,25.27
507,Kale-Doctor,Jairaj Panchal,Chennai,Tamil Nadu,13.098662936639474,80.2368619811286,54,3862,111,41.0,1297,468,43.88,4608,288,27.3,843,168,52.95,1159,464,57.48
508,"Wable, Sampath and Choudhry",Owen Mane,Jaipur,Rajasthan,26.91841822583749,75.81237295069994,61,1716,223,66.5,1279,399,93.9,1102,30,74.32,1706,171,79.71,3737,140,73.01
509,Khanna-Mitra,Ekta Uppal,Mumbai,Maharashtra,19.02871674212256,72.83422045912606,65,4551,213,77.45,3350,8,38.38,4795,497,78.01,3581,259,52.32,2622,70,81.28
510,Batta and Sons,Sanya Brar,Bangalore,Karnataka,13.012522020586157,77.59847017979527,75,2697,58,29.95,3392,12,79.96,3133,233,97.2,1757,204,74.27,4319,136,56.31
511,Shankar-Bhatnagar,Bhavini Sheth,Hyderabad,Telangana,17.414834418822434,78.47389326679169,75,3306,326,67.97,2393,411,70.44,2291,473,40.83,2791,451,81.12,3843,491,70.42
512,Tata PLC,Oliver Nazareth,Pune,Maharashtra,18.552610316060022,73.84474200075076,97,1278,392,64.03,3806,410,79.97,4027,404,21.48,2032,134,99.35,3050,446,63.17
513,"Babu, Varma and Khurana",Nidhi Bora,Bangalore,Karnataka,12.965707215825079,77.56416092730446,70,1472,108,61.12,3402,306,54.99,2311,35,63.65,3922,45,47.63,2086,98,24.18
514,"Dhawan, Manne and Sanghvi",Neel Oza,Lucknow,Uttar Pradesh,26.806103610443426,80.93186709741418,88,3310,384,75.21,4218,319,94.61,4411,448,76.54,4862,8,52.88,3247,150,79.42
515,Pandit and Sons,Dipta Nadig,Jaipur,Rajasthan,26.920159336588117,75.80075824175503,85,2623,156,87.0,521,51,70.6,1340,131,83.23,2153,470,33.25,1134,437,33.79
516,"Saha, Grover and Chada",Amara Rana,Pune,Maharashtra,18.534667465767242,73.82628408125869,82,1098,190,45.84,2000,208,43.06,3642,323,35.5,738,160,36.33,3382,174,22.54
517,"Patel, Bir and Vora",Sai Patil,Ahmedabad,Gujarat,23.024519052325157,72.56616029403202,79,3841,199,91.12,1342,37,71.08,2590,345,40.94,1414,288,75.47,3311,166,56.09
518,"Tripathi, Tripathi and Bahri",Odika Ganesh,Kolkata,West Bengal,22.601926135043826,88.34557616770675,86,724,311,32.85,2260,99,42.95,1536,131,61.01,1938,339,93.36,4953,342,89.25
519,Singhal-Bassi,Arin Dass,Bangalore,Karnataka,12.9579100736634,77.63431863409646,72,1340,195,33.84,4141,192,43.49,1224,496,46.45,3516,387,51.57,4515,409,32.07
520,"Ram, Prakash and Kulkarni",Zayan Buch,Ahmedabad,Gujarat,23.023205110386545,72.5812112629369,59,2314,34,41.34,691,401,51.97,1487,8,88.84,1960,320,34.39,3239,256,21.03
521,"Babu, Parikh and Bir",Ojas Ranganathan,Pune,Maharashtra,18.4888224839238,73.8960989710008,54,1606,378,29.56,895,190,88.19,1302,29,57.9,3579,105,42.81,2384,397,28.8
522,Khosla-Chawla,Girish Bhatt,Chennai,Tamil Nadu,13.076732341836836,80.28222980250699,85,624,386,38.43,4826,50,60.02,3082,114,83.97,2758,289,56.4,2018,223,49.09
523,"Natarajan, Deol and Basu",Chatura Bal,Kolkata,West Bengal,22.60828739360751,88.32566439881593,83,3746,245,28.51,1373,392,74.31,4337,300,66.45,866,474,43.25,1121,498,66.41
524,Nigam-Gill,Fiyaz Chawla,Pune,Maharashtra,18.567112661525915,73.84847609792752,80,3431,236,85.74,3121,140,51.36,1026,3,81.85,3491,340,38.69,2037,367,35.44
525,"Shetty, Srinivas and Gopal",Nachiket Chad,Pune,Maharashtra,18.482643389835893,73.87921855480275,59,4625,103,31.12,4835,167,41.09,2165,324,46.61,4241,87,78.88,2837,329,84.16
526,Bhatnagar Ltd,Dayamai Karnik,Delhi,Delhi,28.58049548952958,77.24719277583047,68,3471,6,79.78,589,310,96.37,1638,236,86.51,585,462,20.63,2494,64,80.26
527,Bansal-Memon,Bhanumati Savant,Pune,Maharashtra,18.48338264489517,73.87538609976751,81,2517,282,23.83,2779,108,68.29,959,22,41.97,2993,482,63.14,2570,68,75.67
528,Bassi and Sons,Karan Vyas,Bangalore,Karnataka,12.974339962212268,77.61653536223692,50,2915,0,95.88,956,206,94.72,3052,15,63.69,631,191,83.5,2865,66,59.0
529,Mutti LLC,Ayush Banerjee,Delhi,Delhi,28.58487529476837,77.1969027126219,54,3596,218,76.89,2780,426,36.27,4920,21,37.12,1403,152,41.3,3345,432,49.22
530,"Rao, Solanki and Kulkarni",Eshana Soni,Bangalore,Karnataka,12.94034119440976,77.63041770531572,94,2109,463,20.54,4949,299,31.75,3308,484,58.04,3956,310,68.26,3538,49,50.05
531,Halder LLC,Anita Saxena,Hyderabad,Telangana,17.42682079996228,78.44777484453189,53,1217,229,81.11,1504,109,88.47,3398,71,45.45,1721,136,73.51,1354,313,60.25
532,Batta-Narula,Peter Shan,Jaipur,Rajasthan,26.90951678989328,75.81946368977106,65,4061,454,61.13,844,195,74.47,3743,303,41.34,2263,272,72.4,3228,308,26.19
533,Dash-Pillai,Dayita Palan,Jaipur,Rajasthan,26.898179826532544,75.78672124472503,73,1516,171,82.35,3211,416,34.93,4568,445,97.36,3304,148,55.67,1415,90,74.58
534,Ratta-Sarraf,Utkarsh Chakraborty,Bangalore,Karnataka,13.00958219139517,77.59714349125457,65,4065,86,61.8,2962,151,41.55,2831,480,32.81,1726,187,47.73,631,114,48.12
535,Nori-Grover,Darika Pau,Chennai,Tamil Nadu,13.043994320841119,80.22941794678319,51,4970,40,71.28,1616,419,84.05,4185,443,82.99,1784,140,86.87,1616,373,37.98
536,Tank-Pillai,Abha Dugal,Mumbai,Maharashtra,19.049987411275595,72.8418971989761,98,2460,122,82.91,1125,242,56.31,1131,229,98.73,1189,130,80.68,4093,56,42.27
537,"Loke, Butala and Samra",Advaith Acharya,Jaipur,Rajasthan,26.93636713007268,75.75642604179146,77,1548,330,52.41,4879,127,73.64,2956,106,21.59,4935,451,45.7,1360,341,34.42
538,Sani PLC,Hemangini Mangat,Jaipur,Rajasthan,26.90595054543982,75.79502497307686,81,1857,297,20.22,2479,104,45.47,1481,207,75.92,2496,3,28.24,793,17,92.13
539,Memon LLC,Abhiram Swamy,Mumbai,Maharashtra,19.110144755308475,72.87482871673983,76,3926,372,88.0,4494,9,50.5,4817,388,40.23,4881,490,25.74,3188,271,33.52
540,Buch LLC,Chandani Andra,Bangalore,Karnataka,12.924711559991737,77.61852947351647,69,615,416,50.47,2178,355,99.26,2056,207,23.24,1609,475,27.54,1499,129,90.63
541,"Merchant, Mohan and Sehgal",Brinda Kashyap,Delhi,Delhi,28.59641040154317,77.22763271966862,73,2595,177,59.68,722,147,39.81,2705,262,52.23,929,262,66.63,2796,494,65.78
542,"Sandhu, Ganesan and Sawhney",Kashvi Gulati,Pune,Maharashtra,18.48711320114712,73.87222824096916,61,2301,62,20.62,1243,488,60.52,4943,50,94.82,4626,25,24.13,4185,268,89.4
543,Sekhon-Basak,Rajeshri Rana,Mumbai,Maharashtra,19.109704112524295,72.85562760884545,99,2646,483,59.37,962,364,87.55,4455,64,20.94,4281,458,46.95,786,428,57.93
544,"Pandit, Saran and Maharaj",Nihal Ramakrishnan,Bangalore,Karnataka,12.991015057350983,77.59586547531451,84,2120,164,98.92,2068,363,39.14,1421,264,67.03,1102,23,80.26,949,79,94.21
545,"Bhandari, Borde and Ravi",Thomas Lall,Kolkata,West Bengal,22.558637781993035,88.3207505406627,82,3450,488,42.26,3847,458,53.22,904,337,60.11,939,490,43.55,2838,455,36.92
546,Varghese-Dutta,Pahal Khatri,Jaipur,Rajasthan,26.892794640124073,75.80261627905313,82,4292,186,51.63,2236,139,69.21,2120,300,89.87,1484,265,81.06,3740,298,64.38
547,Dhar PLC,Bhavani Wali,Hyderabad,Telangana,17.422120448226305,78.51330647765353,100,3441,382,74.98,4539,189,58.5,3452,377,26.72,2418,228,79.64,3203,455,30.07
548,"Sarma, Banerjee and Date",Nitara Guha,Bangalore,Karnataka,12.927509389007826,77.63448473881803,92,1477,208,85.18,4451,401,56.76,3618,174,74.52,1027,268,39.67,3616,309,55.78
549,Keer Ltd,Qabil Deshpande,Bangalore,Karnataka,13.012319503070584,77.61167323119058,86,3566,226,53.39,1164,93,49.0,2094,450,74.41,4905,124,78.31,752,201,65.59
550,Pathak-Rajagopal,Indrajit Shah,Pune,Maharashtra,18.4873081070356,73.84567593874266,61,1283,431,44.77,1856,491,66.93,1065,151,73.53,3496,171,79.82,1919,224,68.45
551,"Bali, Dube and Sengupta",Anita Swamy,Kolkata,West Bengal,22.545273038292354,88.35206119398673,52,740,388,95.03,1514,495,69.95,3368,475,95.39,3967,233,51.8,2836,158,49.24
552,Prabhu-Sawhney,Ekani Bahl,Bangalore,Karnataka,12.962876112926603,77.62483543291593,50,2053,47,74.17,2632,228,72.26,1357,265,85.85,1861,294,36.83,1735,203,26.11
553,Devan PLC,Chandran Warrior,Hyderabad,Telangana,17.336800008894524,78.47884440415793,82,1512,223,29.52,3168,62,25.63,1784,328,23.36,1203,402,61.7,1499,136,72.43
554,Rao-Murthy,Quincy Chaudry,Lucknow,Uttar Pradesh,26.893324341070677,80.9089453959423,89,686,2,25.51,1554,339,70.48,1084,460,57.69,1162,434,93.71,4260,484,59.07
555,"Mallick, Krish and Comar",Amruta Dass,Jaipur,Rajasthan,26.89162182304619,75.8283770161644,59,2381,371,58.68,2264,24,96.26,4827,303,51.84,864,274,71.17,4616,72,30.95
556,Grewal Group,Abhiram Kaul,Lucknow,Uttar Pradesh,26.866631537512617,80.98014609095009,92,930,174,37.61,4958,267,63.28,1745,162,44.81,1422,75,33.83,4911,47,94.87
557,"Ram, Dalal and Lala",Matthew Aurora,Pune,Maharashtra,18.53253444972535,73.86261848068294,93,738,445,40.32,3369,404,77.22,551,437,56.11,4356,307,74.62,3111,17,96.45
558,Sehgal-Kala,Teerth Oommen,Pune,Maharashtra,18.523667588676155,73.87020891059097,78,2845,98,90.22,1912,280,64.54,2663,342,50.74,675,213,54.18,1946,477,88.53
559,"Mangal, Swaminathan and Iyengar",Devika Tara,Hyderabad,Telangana,17.346258039041196,78.50706859774608,62,575,115,27.17,1167,10,88.38,1037,366,54.59,1435,430,67.32,2670,479,87.51
560,Deshmukh Inc,Ubika Balay,Hyderabad,Telangana,17.344653447019546,78.46088938282588,61,1856,269,77.23,3870,319,94.37,1040,464,98.34,881,484,78.73,3421,487,27.89
561,Gera-Saxena,Faris Dhingra,Mumbai,Maharashtra,19.072876796546453,72.85782652607601,80,2830,446,41.69,1894,200,34.74,1314,237,27.09,805,375,61.2,4183,470,99.47
